77	0.097	0.317	0.586
78	0.094	0.315	0.591
79	0.097	0.313	0.59
80	0.11	0.295	0.595
81	0.11	0.298	0.592
82	0.103	0.31	0.587
83	0.099	0.316	0.585
84	0.089	0.329	0.582
85	0.097	0.323	0.58
86	0.098	0.321	0.581
87	0.1	0.321	0.579
88	0.101	0.313	0.586
89	0.104	0.3	0.596
90	0.099	0.302	0.599
91	0.11	0.289	0.601
92	0.116	0.287	0.597
93	0.096	0.282	0.622
94	0.092	0.286	0.622
95	0.097	0.288	0.615
96	0.096	0.286	0.618
97	0.087	0.285	0.628
98	0.097	0.279	0.624
99	0.09	0.287	0.623
100	0.079	0.299	0.622
101	0.085	0.297	0.618
102	0.082	0.302	0.616
103	0.076	0.307	0.617
104	0.08	0.312	0.608
105	0.08	0.328	0.592
106	0.094	0.316	0.59
107	0.092	0.314	0.594
108	0.084	0.311	0.605
109	0.1	0.311	0.589
110	0.077	0.323	0.6
111	0.097	0.308	0.595
112	0.099	0.297	0.604
113	0.104	0.302	0.594
114	0.109	0.302	0.589
115	0.101	0.303	0.596
116	0.093	0.311	0.596
117	0.093	0.303	0.604
118	0.096	0.307	0.597
119	0.083	0.311	0.606
120	0.097	0.303	0.6
121	0.087	0.319	0.594
122	0.079	0.322	0.599
123	0.084	0.313	0.603
124	0.09	0.314	0.596
125	0.098	0.306	0.596
126	0.105	0.3	0.595
127	0.101	0.304	0.595
128	0.092	0.316	0.592
129	0.088	0.317	0.595
130	0.098	0.301	0.601
131	0.098	0.295	0.607
132	0.102	0.287	0.611
133	0.095	0.299	0.606
134	0.1	0.289	0.611
135	0.083	0.31	0.607
136	0.086	0.308	0.606
137	0.077	0.318	0.605
138	0.076	0.326	0.598
139	0.078	0.325	0.597
140	0.082	0.324	0.594
141	0.082	0.321	0.597
142	0.092	0.307	0.601
143	0.082	0.313	0.605
144	0.096	0.298	0.606
145	0.097	0.301	0.602
146	0.087	0.302	0.611
147	0.105	0.289	0.606
148	0.101	0.294	0.605
149	0.096	0.299	0.605
150	0.096	0.29	0.614
151	0.099	0.282	0.619
152	0.087	0.291	0.622
153	0.081	0.304	0.615
154	0.085	0.304	0.611
155	0.088	0.311	0.601
156	0.08	0.324	0.596
157	0.097	0.305	0.598
158	0.086	0.312	0.602
159	0.078	0.327	0.595
160	0.073	0.334	0.593
161	0.052	0.358	0.59
162	0.07	0.344	0.586
163	0.075	0.342	0.583
164	0.09	0.333	0.577
165	0.09	0.329	0.581
166	0.099	0.316	0.585
167	0.076	0.326	0.598
168	0.083	0.336	0.581
169	0.073	0.341	0.586
170	0.083	0.326	0.591
171	0.082	0.331	0.587
172	0.092	0.308	0.6
173	0.098	0.297	0.605
174	0.107	0.286	0.607
175	0.107	0.274	0.619
176	0.105	0.275	0.62
177	0.1	0.285	0.615
178	0.099	0.277	0.624
179	0.095	0.279	0.626
180	0.101	0.283	0.616
181	0.1	0.282	0.618
182	0.085	0.29	0.625
183	0.09	0.29	0.62
184	0.092	0.293	0.615
185	0.082	0.3	0.618
186	0.086	0.305	0.609
187	0.102	0.286	0.612
188	0.103	0.279	0.618
189	0.101	0.286	0.613
190	0.111	0.285	0.604
191	0.108	0.278	0.614
192	0.1	0.294	0.606
193	0.106	0.291	0.603
194	0.105	0.292	0.603
195	0.108	0.297	0.595
196	0.117	0.291	0.592
197	0.094	0.293	0.613
198	0.088	0.313	0.599
199	0.088	0.319	0.593
200	0.106	0.307	0.587
201	0.098	0.308	0.594
202	0.089	0.312	0.599
203	0.095	0.312	0.593
204	0.103	0.304	0.593
205	0.094	0.314	0.592
206	0.092	0.325	0.583
207	0.085	0.322	0.593
208	0.092	0.318	0.59
209	0.103	0.303	0.594
210	0.093	0.298	0.609
211	0.082	0.304	0.614
212	0.077	0.326	0.597
213	0.094	0.325	0.581
214	0.103	0.311	0.586
215	0.099	0.305	0.596
216	0.105	0.301	0.594
217	0.109	0.29	0.601
218	0.094	0.309	0.597
219	0.103	0.296	0.601
220	0.09	0.307	0.603
221	0.086	0.323	0.591
222	0.087	0.322	0.591
223	0.087	0.33	0.583
224	0.09	0.32	0.59
225	0.089	0.331	0.58
226	0.081	0.333	0.586
227	0.085	0.328	0.587
228	0.079	0.33	0.591
229	0.095	0.316	0.589
230	0.106	0.305	0.589
231	0.101	0.314	0.585
232	0.107	0.314	0.579
233	0.111	0.303	0.586
234	0.107	0.294	0.599
235	0.106	0.291	0.603
236	0.092	0.291	0.617
237	0.082	0.301	0.617
238	0.068	0.328	0.604
239	0.078	0.327	0.595
240	0.091	0.323	0.586
241	0.089	0.31	0.601
242	0.089	0.311	0.6
243	0.088	0.315	0.597
244	0.099	0.309	0.592
245	0.097	0.305	0.598
246	0.083	0.319	0.598
247	0.082	0.33	0.588
248	0.096	0.318	0.586
249	0.096	0.318	0.586
250	0.097	0.309	0.594
251	0.094	0.307	0.599
252	0.087	0.311	0.602
253	0.092	0.308	0.6
254	0.097	0.306	0.597
255	0.094	0.306	0.6
256	0.098	0.3	0.602
257	0.083	0.303	0.614
258	0.078	0.309	0.613
259	0.082	0.303	0.615
260	0.067	0.323	0.61
261	0.085	0.324	0.591
262	0.095	0.312	0.593
263	0.105	0.302	0.593
264	0.078	0.312	0.61
265	0.088	0.308	0.604
266	0.09	0.292	0.618
267	0.07	0.309	0.621
268	0.078	0.314	0.608
269	0.079	0.305	0.616
270	0.089	0.307	0.604
271	0.093	0.313	0.594
272	0.078	0.324	0.598
273	0.07	0.337	0.593
274	0.076	0.339	0.585
275	0.08	0.335	0.585
276	0.098	0.318	0.584
277	0.096	0.313	0.591
278	0.092	0.301	0.607
279	0.077	0.32	0.603
280	0.074	0.328	0.598
281	0.078	0.328	0.594
282	0.078	0.322	0.6
283	0.1	0.308	0.592
284	0.088	0.315	0.597
285	0.104	0.304	0.592
286	0.108	0.298	0.594
287	0.094	0.309	0.597
288	0.094	0.301	0.605
289	0.09	0.309	0.601
290	0.079	0.321	0.6
291	0.093	0.314	0.593
292	0.089	0.318	0.593
293	0.089	0.308	0.603
294	0.1	0.294	0.606
295	0.088	0.299	0.613
296	0.106	0.286	0.608
297	0.097	0.293	0.61
298	0.096	0.294	0.61
299	0.082	0.298	0.62
300	0.08	0.302	0.618
301	0.067	0.318	0.615
302	0.086	0.309	0.605
303	0.102	0.291	0.607
304	0.098	0.286	0.616
305	0.093	0.283	0.624
306	0.101	0.281	0.618
307	0.088	0.286	0.626
308	0.075	0.29	0.635
309	0.071	0.296	0.633
310	0.084	0.306	0.61
311	0.087	0.301	0.612
312	0.084	0.307	0.609
313	0.096	0.299	0.605
314	0.095	0.316	0.589
315	0.089	0.311	0.6
316	0.093	0.299	0.608
317	0.093	0.305	0.602
318	0.086	0.32	0.594
319	0.093	0.312	0.595
320	0.077	0.336	0.587
321	0.084	0.324	0.592
322	0.097	0.309	0.594
323	0.095	0.309	0.596
324	0.09	0.323	0.587
325	0.086	0.328	0.586
326	0.095	0.315	0.59
327	0.09	0.324	0.586
328	0.096	0.327	0.577
329	0.085	0.314	0.601
330	0.076	0.311	0.613
331	0.079	0.305	0.616
332	0.077	0.307	0.616
333	0.085	0.306	0.609
334	0.088	0.292	0.62
335	0.074	0.301	0.625
336	0.075	0.309	0.616
337	0.088	0.309	0.603
338	0.1	0.296	0.604
339	0.089	0.307	0.604
340	0.094	0.288	0.618
341	0.086	0.295	0.619
342	0.101	0.291	0.608
343	0.082	0.316	0.602
344	0.079	0.322	0.599
345	0.09	0.319	0.591
346	0.084	0.324	0.592
347	0.084	0.318	0.598
348	0.083	0.322	0.595
349	0.084	0.326	0.59
350	0.083	0.326	0.591
351	0.075	0.339	0.586
352	0.091	0.319	0.59
353	0.09	0.326	0.584
354	0.085	0.327	0.588
355	0.084	0.331	0.585
356	0.093	0.318	0.589
357	0.098	0.302	0.6
358	0.087	0.317	0.596
359	0.088	0.313	0.599
360	0.092	0.319	0.589
361	0.101	0.296	0.603
362	0.102	0.296	0.602
363	0.097	0.309	0.594
364	0.096	0.311	0.593
365	0.089	0.323	0.588
366	0.088	0.322	0.59
367	0.082	0.328	0.59
368	0.084	0.332	0.584
369	0.097	0.326	0.577
370	0.109	0.305	0.586
371	0.093	0.303	0.604
372	0.099	0.303	0.598
373	0.108	0.297	0.595
374	0.09	0.302	0.608
375	0.099	0.288	0.613
376	0.085	0.272	0.643
377	0.085	0.281	0.634
378	0.077	0.303	0.62
379	0.088	0.286	0.626
380	0.101	0.279	0.62
381	0.079	0.293	0.628
382	0.079	0.317	0.604
383	0.078	0.323	0.599
384	0.085	0.323	0.592
385	0.093	0.315	0.592
386	0.097	0.308	0.595
387	0.089	0.324	0.587
388	0.095	0.323	0.582
389	0.098	0.323	0.579
390	0.096	0.312	0.592
391	0.103	0.31	0.587
392	0.089	0.312	0.599
393	0.092	0.31	0.598
394	0.084	0.325	0.591
395	0.102	0.314	0.584
396	0.105	0.315	0.58
397	0.099	0.314	0.587
398	0.092	0.313	0.595
399	0.102	0.288	0.61
400	0.088	0.304	0.608
401	0.1	0.309	0.591
402	0.098	0.314	0.588
403	0.092	0.311	0.597
404	0.099	0.3	0.601
405	0.087	0.305	0.608
406	0.082	0.31	0.608
407	0.097	0.297	0.606
408	0.1	0.303	0.597
409	0.087	0.318	0.595
410	0.073	0.331	0.596
411	0.078	0.34	0.582
412	0.078	0.343	0.579
413	0.081	0.348	0.571
414	0.076	0.352	0.572
415	0.082	0.355	0.563
416	0.091	0.348	0.561
417	0.082	0.354	0.564
418	0.081	0.352	0.567
419	0.098	0.342	0.56
420	0.086	0.339	0.575
421	0.091	0.325	0.584
422	0.1	0.312	0.588
423	0.094	0.307	0.599
424	0.093	0.296	0.611
425	0.077	0.319	0.604
426	0.098	0.304	0.598
427	0.091	0.307	0.602
428	0.096	0.307	0.597
429	0.089	0.308	0.603
430	0.082	0.327	0.591
431	0.083	0.334	0.583
432	0.085	0.339	0.576
433	0.08	0.35	0.57
434	0.083	0.343	0.574
435	0.094	0.335	0.571
436	0.094	0.332	0.574
437	0.089	0.33	0.581
438	0.088	0.324	0.588
439	0.079	0.346	0.575
440	0.088	0.326	0.586
441	0.091	0.326	0.583
442	0.105	0.31	0.585
443	0.095	0.313	0.592
444	0.088	0.319	0.593
445	0.084	0.321	0.595
446	0.094	0.303	0.603
447	0.09	0.306	0.604
448	0.106	0.297	0.597
449	0.084	0.309	0.607
450	0.083	0.314	0.603
451	0.106	0.299	0.595
452	0.099	0.313	0.588
453	0.092	0.316	0.592
454	0.09	0.31	0.6
455	0.101	0.284	0.615
456	0.103	0.277	0.62
457	0.102	0.276	0.622
458	0.101	0.271	0.628
459	0.091	0.279	0.63
460	0.081	0.286	0.633
461	0.087	0.285	0.628
462	0.093	0.286	0.621
463	0.078	0.304	0.618
464	0.097	0.304	0.599
465	0.092	0.306	0.602
466	0.085	0.299	0.616
467	0.09	0.305	0.605
468	0.091	0.319	0.59
469	0.093	0.323	0.584
470	0.094	0.32	0.586
471	0.108	0.299	0.593
472	0.093	0.302	0.605
473	0.085	0.312	0.603
474	0.09	0.313	0.597
475	0.09	0.321	0.589
476	0.084	0.317	0.599
477	0.084	0.323	0.593
478	0.091	0.322	0.587
479	0.093	0.322	0.585
480	0.087	0.324	0.589
481	0.08	0.326	0.594
482	0.091	0.329	0.58
483	0.08	0.341	0.579
484	0.074	0.342	0.584
485	0.095	0.325	0.58
486	0.092	0.317	0.591
487	0.081	0.32	0.599
488	0.084	0.323	0.593
489	0.089	0.32	0.591
490	0.091	0.32	0.589
491	0.074	0.332	0.594
492	0.088	0.321	0.591
493	0.104	0.306	0.59
494	0.103	0.301	0.596
495	0.097	0.299	0.604
496	0.099	0.295	0.606
497	0.097	0.298	0.605
498	0.095	0.312	0.593
499	0.087	0.313	0.6
500	0.093	0.318	0.589
501	0.089	0.325	0.586
502	0.103	0.322	0.575
503	0.1	0.317	0.583
504	0.106	0.31	0.584
505	0.089	0.314	0.597
506	0.091	0.303	0.606
507	0.091	0.291	0.618
508	0.094	0.282	0.624
509	0.088	0.29	0.622
510	0.09	0.281	0.629
511	0.081	0.296	0.623
512	0.078	0.301	0.621
513	0.093	0.285	0.622
514	0.091	0.28	0.629
515	0.088	0.286	0.626
516	0.086	0.294	0.62
517	0.084	0.301	0.615
518	0.093	0.307	0.6
519	0.084	0.305	0.611
520	0.107	0.299	0.594
521	0.092	0.308	0.6
522	0.103	0.288	0.609
523	0.098	0.284	0.618
524	0.082	0.287	0.631
525	0.085	0.293	0.622
526	0.093	0.296	0.611
527	0.099	0.296	0.605
528	0.106	0.295	0.599
529	0.098	0.304	0.598
530	0.094	0.312	0.594
531	0.094	0.325	0.581
532	0.093	0.321	0.586
533	0.092	0.319	0.589
534	0.091	0.301	0.608
535	0.078	0.312	0.61
536	0.081	0.31	0.609
537	0.077	0.324	0.599
538	0.084	0.319	0.597
539	0.089	0.304	0.607
540	0.078	0.318	0.604
541	0.088	0.313	0.599
542	0.092	0.3	0.608
543	0.096	0.3	0.604
544	0.091	0.312	0.597
545	0.085	0.318	0.597
546	0.078	0.318	0.604
547	0.098	0.307	0.595
548	0.095	0.308	0.597
549	0.094	0.295	0.611
550	0.082	0.304	0.614
551	0.099	0.299	0.602
552	0.08	0.306	0.614
553	0.091	0.292	0.617
554	0.082	0.302	0.616
555	0.086	0.31	0.604
556	0.089	0.305	0.606
557	0.091	0.305	0.604
558	0.076	0.318	0.606
559	0.077	0.324	0.599
560	0.076	0.335	0.589
561	0.077	0.322	0.601
562	0.071	0.33	0.599
563	0.088	0.329	0.583
564	0.095	0.317	0.588
565	0.092	0.305	0.603
566	0.085	0.31	0.605
567	0.095	0.307	0.598
568	0.093	0.309	0.598
569	0.093	0.299	0.608
570	0.094	0.298	0.608
571	0.1	0.311	0.589
572	0.096	0.304	0.6
573	0.103	0.305	0.592
574	0.101	0.303	0.596
575	0.092	0.31	0.598
576	0.088	0.308	0.604
577	0.096	0.308	0.596
578	0.092	0.317	0.591
579	0.09	0.316	0.594
580	0.089	0.312	0.599
581	0.093	0.296	0.611
582	0.078	0.317	0.605
583	0.082	0.317	0.601
584	0.086	0.306	0.608
585	0.096	0.289	0.615
586	0.095	0.298	0.607
587	0.092	0.298	0.61
588	0.095	0.304	0.601
589	0.113	0.286	0.601
590	0.095	0.297	0.608
591	0.096	0.289	0.615
592	0.082	0.3	0.618
593	0.075	0.306	0.619
594	0.069	0.314	0.617
595	0.066	0.316	0.618
596	0.083	0.298	0.619
597	0.087	0.291	0.622
598	0.103	0.281	0.616
599	0.101	0.287	0.612
600	0.093	0.295	0.612
601	0.106	0.291	0.603
602	0.098	0.296	0.606
603	0.108	0.279	0.613
604	0.099	0.296	0.605
605	0.093	0.31	0.597
606	0.088	0.321	0.591
607	0.095	0.326	0.579
608	0.098	0.32	0.582
609	0.113	0.299	0.588
610	0.093	0.298	0.609
611	0.087	0.313	0.6
612	0.087	0.312	0.601
613	0.072	0.324	0.604
614	0.077	0.335	0.588
615	0.076	0.325	0.599
616	0.08	0.314	0.606
617	0.085	0.31	0.605
618	0.082	0.308	0.61
619	0.091	0.295	0.614
620	0.084	0.292	0.624
621	0.081	0.305	0.614
622	0.077	0.318	0.605
623	0.078	0.326	0.596
624	0.074	0.335	0.591
625	0.076	0.333	0.591
626	0.097	0.314	0.589
627	0.086	0.31	0.604
628	0.085	0.314	0.601
629	0.08	0.318	0.602
630	0.084	0.308	0.608
631	0.096	0.299	0.605
632	0.081	0.307	0.612
633	0.092	0.3	0.608
634	0.074	0.309	0.617
635	0.088	0.301	0.611
636	0.084	0.308	0.608
637	0.08	0.318	0.602
638	0.088	0.319	0.593
639	0.1	0.306	0.594
640	0.115	0.303	0.582
641	0.108	0.293	0.599
642	0.1	0.303	0.597
643	0.083	0.31	0.607
644	0.096	0.298	0.606
645	0.104	0.293	0.603
646	0.095	0.299	0.606
647	0.107	0.29	0.603
648	0.107	0.288	0.605
649	0.101	0.29	0.609
650	0.107	0.298	0.595
651	0.1	0.304	0.596
652	0.101	0.301	0.598
653	0.104	0.301	0.595
654	0.095	0.293	0.612
655	0.091	0.293	0.616
656	0.088	0.302	0.61
657	0.102	0.282	0.616
658	0.098	0.293	0.609
659	0.108	0.29	0.602
660	0.11	0.292	0.598
661	0.107	0.298	0.595
662	0.098	0.3	0.602
663	0.091	0.305	0.604
664	0.092	0.306	0.602
665	0.079	0.298	0.623
666	0.09	0.305	0.605
667	0.093	0.296	0.611
668	0.097	0.289	0.614
669	0.093	0.292	0.615
670	0.096	0.299	0.605
671	0.102	0.291	0.607
672	0.108	0.296	0.596
673	0.1	0.3	0.6
674	0.097	0.294	0.609
675	0.105	0.295	0.6
676	0.102	0.289	0.609
677	0.102	0.292	0.606
678	0.097	0.293	0.61
679	0.091	0.295	0.614
680	0.094	0.302	0.604
681	0.102	0.295	0.603
682	0.102	0.293	0.605
683	0.092	0.295	0.613
684	0.087	0.298	0.615
685	0.108	0.278	0.614
686	0.092	0.284	0.624
687	0.089	0.301	0.61
688	0.085	0.305	0.61
689	0.091	0.3	0.609
690	0.089	0.302	0.609
691	0.088	0.319	0.593
692	0.094	0.309	0.597
693	0.093	0.306	0.601
694	0.103	0.299	0.598
695	0.089	0.309	0.602
696	0.095	0.31	0.595
697	0.094	0.314	0.592
698	0.096	0.299	0.605
699	0.083	0.305	0.612
